cluster,size,id,text,from_input,book
120259244004,20,Shia001432Vols-ara1.msA13946,ولو اتبع الحق اهواءهم لفسدت السماوات والارض ومن فيهن قال الحق رسول الله صلي الله عليه واله وامير المءمنين عليه السلام والدليل علي ذلك قوله تعالي قد جاءكم الرسول بالحق من ربكم يعني ولاية امير المءمنين عليه السلام ويستنبءونك يا محمد اهل مكة في علي احق هو اي امام قل اي وربي انه لحق اي امام ومثله كثير والدليل علي ان الحق رسول الله صلي الله عليه واله وامير المءمنين قوله الله عز وجل ولو اتبع رسول الله صلي الله عليه واله وامير المءمنين عليه السلام قريشا لفسدت السماوات والارض ومن فيهن ففساد السماء اذا لم تمطر وفساد الارض اذا لم تنبت وفساد الناس في ذلك ,False,1111Majlisi.BiharAnwar
120259244004,20,Shia001432Vols-ara1.msA02556,ولو اتبع الحق اهواءهم بان كان في الواقع الهة لفسدت السماوات والارض ومن فيهن كما سبق في قوله تعالي ولو كان فيهما الهة الا الله لفسدتا وقيل لو اتبع الحق اهواءهم وانقلب باطلا لذهب ما قام به العالم فلا يبقي او لو اتبع الحق الذي جاء به محمد اهواءهم وانقلب شركا لجاء الله بالقيامة واهلك العالم من فرط غضبه او لو اتبع الله اهواءهم بان انزل ما يشتهونه من الشرك و والمعاصي لخرج عن الالوهية ولم يقدر ان ,False,1111Majlisi.BiharAnwar
120259244004,20,Tafsir03037-ara1.ms1815,ولو اتبع الحق اهواءهم بان كان في الواقع الهة شتي لفسدت السموات والارض ومن فيهن كما تقدم في قوله لو كان فيهما الهة الا الله لفسدتا الانبياء فالاتباع هنا مجاز اي لو جاء الوحي علي ما يشتهون لفسدت السموات فالحق هنا هو المذكور في قوله بل جاءهم بالحق واكثرهم للحق كارهون والمعني لو كان ما كرهوه من الحق الذي من جملته ما جاء به النبي صلي الله عليه وسلم موافقا لاهواءهم الباطلة لفسد نظام العالم وتخصيص العقلاء بالذكر حيث عبر بمن لان غيرهم تبع بل اتيناهم بذكرهم بشرفهم وهو القران الذي فيه فخرهم وشرفهم كما قال تعالي وانه لذكر لك ولقومك الزخرف لان الرسول منهم والقران لغتهم او بتذكيرهم ووعظهم او بالذكر الذي كانوا يتمنونه ويقولون لو ان عندنا ذكرا من الاولين الصافات فهم عن ذكرهم ,False,1124IbnMuhammadIbnCajibaFasiSufi.BahrMadid
120259244004,20,ShamIbadiyya0000075-ara1.ms0610,ولو اتبع الحق اهواءهم بان كان في الواقع الهة شتي علي قدر اهويتهم حتي يكون لكل معبوده هواه لتطاردت الارادات الي ما يعقب فساد العالم كما قال لفسدت السماوات والارض ومن فيهن كما سبق تقريره في قوله لو كان فيهما الهة الا الله لفسدتا وقيل لو اتبع الحق اهواءهم وانقلب باطلا لذهب ما قام به العالم او ولو اتبع الحق الذي جاء به محمد اهواءهم وانقلب شركا لجاء الله بالقيامة واهلك العالم من غضب الله بل ,False,1207SacidKindi.TafsirMuyassar
120259244004,20,Shamela0010273-ara1.ms2030,كما تقدم في قوله لو كان فيهما الهة الا الله لفسدتا فالاتباع هنا مجاز اي لو جاء الوحي علي ما يشتهون لفسدت السموات فالحق هنا هو المذكور في قوله بل جاءهم بالحق واكثرهم للحق كارهون والمعني لو كان ما كرهوه من الحق الذي من جملته ما جاء به صلي الله عليه وسلم موافقا لاهواءهم الباطلة لفسد نظام العالم وتخصيص العقلاء بالذكر حيث عبر بمن لان غيرهم تبع بل اتيناهم بذكرهم بشرفهم وهو القران الذي فيه فخرهم وشرفهم كما قال تعالي وانه لذكر لك ولقومك لان الرسول منهم والقران لغتهم او بتذكيرهم ووعظهم او بالذكر الذي كانوا يتمنونه ويقولون لو ان عندنا ذكرا من الاولين فهم عن ذكرهم معرضون اي ,False,1224IbnCajiba.BahrMadid
120259244004,20,Shamela0021766-ara1.ms3024,وقيل معناه لو اتبع الحق اهواءهم وانقلب باطلا لذهب ما قام به العالم فلا يبقي له قوام او المعني لو اتبع الحق الذي جاء به محمد صلي الله عليه وسلم من الدين اهواءهم وانقلب شركا لا نزل الله عليهم العذاب واهلك العالم من فرط غضبه بل اتيناهم عطف علي قوله بل جاءهم بالحق الخ وجملة لو اتبع الحق اهواءهم معترضة بين المعطوف والمعطوف عليه لبيان بطلان اهواءهم بذكرهم اي بالكتاب الذي يذكرهم الله او هو ذكرهم اي وعظهم او الذكر الذي تمنوه بقولهم لو ان عندنا ذكرا من الاولين لكنا عباد الله المخلصين وقال ابن عباس يعني بما هو ذكرهم اي بما فيه فخرهم وشرفهم يعني القران نظيره قوله تعالي لقد انزلنا اليكم كتابا فيه ذكركم اي شرفكم وانه لذكر لك فان القران نزل بلغة قريش وجعل الله الناس تبعا لقريش وانحصر الامامة فيهم فهم عن ذكرهم معرضون لا يلتفتون اليه ولا يريدون الشرف ام تسالهم خرجا يعني اجرا علي هدايتهم والرسالة اليهم عطف علي قوله ام به جنة ,False,1225ThanaAllahPanipati.TafsirMazhari
120259244004,20,Tafsir06049-ara1.ms4693,وقيل لو اتبع الحق اهواءهم وانقلب باطلا لذهب ما يقوم به العالم فلا يبقي للعالم قوام وفي ذلك دلالة علي عظم شان الحق حيث قام به العالم وقيل لو اتبع الحق الذي جاء به محمد صلي الله عليه وسلم اهواءهم وانقلب شركا لجاء الله بالقيامة واهلك العالم لفرط غضبه وقال قتادة وابن جريج وابو صالح الحق هو الله اي لو امر بالشرك والمعاصي لم يكن الها ولم يقدر ان يمسك السماوات والارض ان تزولا والحق ان هذا القول لا يختص بالبناء علي اصل المعتبر له كما تري انه قول هءلاء الثلاثة لكن قال عياض هذا القول لا يناسب نمط الاية بل اتيناهم بذكرهم اي بالكتاب الذي هو ذكرهم يوعظون به او بشرفهم وفخرهم لو عملوا به او مطلقا من حيث انه علي لغتهم وعلي نبي منهم او بالذكر الذي يتمنونه لو ان عندنا ذكرا من الاولين لكنا عباد الله المخلصين ,False,1332QutbAtfayyish.HamayanZad
120259244006,3,Shamela0023588-ara1.ms1188,اتبع الحق اهواءهم وانقلب باطلا لذهب ما قام به العالم فلم يبق او لو اتبع الحق الذي جاء به محمد صلي الله عليه وسلم اهواءهم وانقلب شركا لجاء الله بالقيامة واهلك العالم من فرط غضبه او لو اتبع الله اهواءهم بان انزل ما يشتهونه من الشرك والمعاصي لخرج عن الالوهية ولم يقدر ان يمسك السموات والارض وهو علي اصل المعتزلة بل اتيناهم بذكرهم بالكتاب الذي هو ذكرهم اي وعظهم او صيتهم او الذكر الذي تمنوه بقولهم لو ان عندنا ذكرا من الاولين وقرء بذكراهم فهم عن ذكرهم معرضون لا يلتفتون اليه سورة المءمنون الايات الي ام تسالهم خرجا فخراج ربك خير وهو خير الرازقين وانك لتدعوهم الي صراط مستقيم ,False,0685NasirDinBaydawi.AnwarTanzil
120259244006,3,Shia002380Vols-ara1.ms0531,اتبع الحق اهواءهم لفسدت السماوات والارض ومن فيهن لذهب ما قام به العالم فلا يبقي القمي فساد السماء اذا لم تمطر وفساد الارض اذا لم تنبت وفساد الناس في ذلك بل اتيناهم بذكرهم بوعظهم او بصيتهم وفخرهم او الذكر الذي تمنوه بقولهم لو ان عندنا ذكرا من الاولين فهم عن ذكرهم معرضون ام تسالهم خرجا فخراج ربك خير قال يقول ام تسالهم اجرا فاجر ربك خير وهو خير الرازقين وانك لتدعوهم الي صراط مستقيم ,False,1091MuhammadMuhsinFaydKashani.TafsirAsfa
120259244006,3,Shamela0021766-ara1.ms3024,اتبع الحق اهواءهم وانقلب باطلا لذهب ما قام به العالم فلا يبقي له قوام او المعني لو اتبع الحق الذي جاء به محمد صلي الله عليه وسلم من الدين اهواءهم وانقلب شركا لا نزل الله عليهم العذاب واهلك العالم من فرط غضبه بل اتيناهم عطف علي قوله بل جاءهم بالحق الخ وجملة لو اتبع الحق اهواءهم معترضة بين المعطوف والمعطوف عليه لبيان بطلان اهواءهم بذكرهم اي بالكتاب الذي يذكرهم الله او هو ذكرهم اي وعظهم او الذكر الذي تمنوه بقولهم لو ان عندنا ذكرا من الاولين ,False,1225ThanaAllahPanipati.TafsirMazhari
120259244047,2,Shia002380Vols-ara1.ms0531,السلام وان الذين لا يءمنون بالاخرة عن الصراط لناكبون لعادلون عنه فان خوف الاخرة اقوي البواعث علي طلب الحق وسلوك طريقه القمي عن الامام لحادون وورد ان الله تبارك وتعالي لو شاء لعرف العباد نفسه ولكن جعلنا ابوابه وصراطه وسبيله والوجه الذي يءتي منه فمن عدل عن ولايتنا او فضل علينا غيرنا فانهم عن الصراط لناكبون ولو رحمناهم وكشفنا ما بهم من ضر اي القحط للجوا في طغيانهم لتمادوا في افراطهم في الكفر والاستكبار عن الحق وعداوة الرسول والمءمنين يعمهون عن الهدي ,False,1091MuhammadMuhsinFaydKashani.TafsirAsfa
120259244047,2,ShamIbadiyya0000075-ara1.ms0611,الفطنة وان الذين لا يءمنون بالاخرة عن الصراط لناكبون لعادلون عنه ماءلون فان خوف الاخرة اقوي البواعث علي طلب الحق وسلوك طريقه ولو رحمناهم وكشفنا ما بهم من ضر للجوا اللجاج التمادي في الشء في طغيانهم افراطهم في الكفر والاستكبار عن الحق يعمهون عن الهدي ,False,1207SacidKindi.TafsirMuyassar
120259262750,2,Shamela0023628-ara1.completed.ms1971,هلك قطفير عزيز مصر في تلك الليالي فزوج الملك يوسف امراة العزيز بعد هلاكه فلما دخل يوسف عليها قال لها اليس هذا خيرا مما كنت تريدين قالت له ايها الصديق لا تلمني فاني كنت امراة حسناء ناعمة كما تري في ملك ودنيا وكان صاحبي لا ياتي النساء وكنت كما جعلك الله في حسنك وهيءتك فغلبتني نفسي وعصمك الله قالوا فوجدها يوسف عذراء فاصابها فولدت له ولدين ذكرين افراثيم وميشا وهما ابنا يوسف منها واستوثق ليوسف ملك مصر واقام فيه العدل واحبه الرجال والنساء فلما اطمان يوسف في ملكه دبر في جمع الطعام احسن التدبير فبني الحصون والبيوت الكثيرة وجمع فيها الطعام للسنين المجدبة وانفق المال بالمعروف حتي خلت السنين المخصبة ودخلت السنين المجدبة بهول وشدة لم ير الناس مثله وقيل انه دبر في طعام الملك وحاشيته كل يوم مرة واحدة نصف النهار فلما دخلت سنين القحط كان اول من اصابه الجوع الملك فجاع نصف النهار فنادي يا يوسف الجوع الجوع فقال يوسف هذا اول اوان القحط فهلك في السنة الاولي من اول سنين القحط كل ما اعدوه في السنين المخصبة فجعل اهل مصر يبتاعون الطعام من يوسف فباعهم في السنة الاولي بالنقود حتي لم يبق بمصر درهم ولا دينار الا اخذه منهم وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق بمصر في ايدي الناس منها شء وباعهم في السنة الثالثة بالدواب والمواشي والانعام حتي لم تبق دابة ولا ماشية الا احتوي عليها كلها وباعهم في السنة الرابعة بالعبيد والجواري حتي لم يبق بايدي الناس عبد ولا امة وباعهم في السنة الخامسة بالضياع والعقار حتي اتي عليها كلها وباعهم في السنة السادسة باولادهم حتي استرقهم وباعهم في السنة السابعة برقابهم حتي لم يبق بمصر حر ولا حرة الا ملكه فصاروا جميعهم عبيدا ليوسف عليه الصلاة والسلام فقال اهل ,False,0741KhazinBaghdadi.LubabTawil
