cluster,size,id,text,from_input,book
17179887904,11,Tafsir03092-ara1.ms2130,انه اوي ليلة الي امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا الياس لابنها فعوفي من الضر الذي كان به واتبع اليسع الياس فامن به وصدقه ولزمه وكان يذهب معه حيث ما ذهب وكان الياس قد اسن وكبر وكان اليسع ,False,0437IbnHammushQayruwani.Hidaya
17179887904,11,Shamela0022593-ara1.completed.ms2167,من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا اليا لابنها فعوفي من الضر الذي كان به واتبع اليسع الياس وفامن به وصدقه ولزمه وكان يذهب معه حيث ما ذهب وكان الياس قد اسن وكبر وكان اليسع غلاما شابا فذكر ان الله جل ذكره اوحي الي الياس انك قد اهلكت خلقا كثيرا بخطايا بني اسراءيل من البهاءم والدواب والطير والهوام والشجر فذكر والله اعلم ان الياس قال اي رب دعني اكن انا الذي ادعوا لهم به واكن انا الذي اتيهم بالفرج مما هم فيه من البلاء الذي اصابهم لعلهم يرجعون عن عبادة غيرك فقيل له نعم فاتي الياس الي بني اسراءيل فقال لهم انكم قد هلكتم جهدا وهلكت البهاءم والدواب والطير والشجر بخطاياكم وانكم علي باطل وغرور او كاما قالهم فان ,False,0437MakkiIbnHammushQaysi.Hidaya
17179887904,11,Shamela0000041-ara1.completed.ms2177,اوي الي بيت امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا له فعوفي من الضر الذي كان به واتبع اليسع الياس فامن به وصدقه ولزمه وكان يذهب حيث ما ذهب وكان الياس قد اسن فكبر واليسع ,False,0510IbnMascudBaghawi.Tafsir
17179887904,11,Shamela0010283-ara1.mARkdown.ms2549,الي بيت امراة من بني اسراءيل لها ابن يقال له اليسع ابن اخطوب به ضر فاوته واخفت امره فدعا له فعوفي من الضر الذي كان به واتبع اليسع الياس وامن به وصدقه ولزمه وكان يذهب به حيثما ذهب وكان الياس قد اسن وكبر وكان اليسع غلاما شابا ذكر رفع البلاء عن قوم الياس بدعوته واستمرارهم علي الكفر ورفع الياس وهلاك اجاب الملك وامراته ونبوة اليسع قال ثم اوحي الله تعالي الي الياس عليه السلام انك قد اهلكت كثيرا من الخلق ممن لم يعص سوي بني اسراءيل ,False,0733Nuwayri.NihayatArab
17179887904,11,ShamAY0034068-ara2.ms2892,اوي الي بيت امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به مرض فاوته واخفت امره فدعا له فعوفي من الضر الذي كان به واتبع الياس وامن به وصدقه ولزمه وكان يذهب حيثما ذهب وكان الياس ,False,0977KhatibShirbini.SirajMunir
17179887904,11,Tafsir06049-ara1.ms5594,الي بيت امراة من بني اسراءيل عندها ولد يقال له اليسع بن احطوب به ضر فاوته واخفت امره فدعا لها فعوفي من الضر الذي كان به واتبع اليسع الياس وامن به وصدقه وذهب معه حيث ذهب وكان الياس قد سن وكبر وكان اليسع غلاما وقد هلك الخلق من انس وبهاءم ودواب وشجر ونبات فخرج الياس باذن الله الي بني اسراءيل فقال انكم قد هلكتم جهدا وجوعا وهلكت البهاءم والطير والدواب والهوام والشجر بخطاياكم وانكم علي باطل وغرور فاخرجوا الي اصنامكم فان ,False,1332QutbAtfayyish.HamayanZad
17179887904,11,Sham19Y0145435-ara1.ms1164,انه اوي ليلة الي امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا الياس لابنها فعوفي من الضر الذي كان به واتبعه اليسع فامن به وصدقه ولزمه فكان يذهب معه حيثما ذهب وكان الياس قد اسن وكبر وكان اليسع ,False,1411MuhammadTahirBarnaji.SahihWaDacifTarikhTabari
17179887904,11,Shia002406Vols-ara1.ms2767,اتي الي بيت امراة من بني اسراءيل لها ابن يسمي اليسع بن خطوب وكان به ضر فاوته واخفت امره فدعا له فعوفي من الضر الذي كان به واتبع اليسع الياس فامن به وصدقه ولزمه فكان يذهب حيثما يذهب ثم ذكر قصة رفع الياس وان اليسع ناداه عند ذلك يا الياس ما تامرني به فقذف اليه كساءه من الجو الاعلي فكان ذلك علامة علي استخلافه اياه علي بني اسراءيل قال ونبا الله تعالي بفضله اليسع عليه السلام وبعثه نبيا ورسولا الي بني اسراءيل ,False,1412SayyidTabatabai.TafsirMizan
17179887905,14,Shamela0007798-ara1.inProgress.ms7795,فقال الياس اللهم فامسك عليهم المطر فحبس عنهم ثلاث سنين حتي هلكت الماشية والهوام والدواب والشجر وجهد الناس جهدا شديدا وكان الياس فيما يذكرون حين دعا بذلك علي بني اسراءيل قد استخفي شفقا علي نفسه منهم وكان حيثما كان وضع له رزق وكانوا اذا وجدوا ريح الخبز في دار او بيت قالوا لقد دخل الياس هذا المكان فطلبوه ولقي منهم اهل ذلك المنزل شرا ثم انه اوي ليلة الي امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا الياس لابنها فعوفي من الضر الذي كان به واتبع اليسع الياس فامن به وصدق ولزمه فكان ,False,0310Tabari.JamicBayan
17179887905,14,Shamela0009783BK1-ara1.mARkdown.ms0355,حتي تكون انت الذي تامر في ذلك فقال الياس اللهم فامسك عنهم المطر فحبس عنهم ثلاث سنين حتي هلكت الماشية والدواب والهوام والشجر وجهد الناس جهدا شديدا وكان الياس فيما يذكرون حين دعا بذلك علي بني اسراءيل قد استخفي شفقا علي نفسه منهم وكان حيث ما كان وضع له رزق فكانوا اذا وجدوا ريح الخبز في دار او بيت قالوا لقد دخل الياس هذا المكان فطلبوه ولقي اهل ذلك المنزل منهم شرا ثم انه اوي ليلة الي امراة من بني اسراءيل لها ابن يقال له اليسع بن اخطوب به ضر فاوته واخفت امره فدعا الياس لابنها فعوفي من الضر الذي كان به واتبع اليسع فامن به وصدقه ولزمه فكان ,False,0310Tabari.Tarikh
