cluster,size,id,text,from_input,book
82169,2,JK006476-ara1.ms1608,دعا علي كفار مضر وقال اللهم اشدد وطاتك علي مضر واجعلها عليهم سنين كسني يوسف فاصابتهم المجاعة والقحط بدخان مبين يغشي الناس هذا عذاب اليم ربنا اكشف عنا العذاب انا مءمنون ,True,0489IbnMuhammadSamcani.TafsirQuran
82169,2,Tafsir05047-ara1.ms0827,دعا عليهم وقال اللهم اشدد وطاتك علي مضر واجعلها عليهم سنين كسني يوسف فاصابهم الجهد حتي اكلوا الجيف والعلهن وكان الرجل منهم يري بين السماء والارض الدخان وكان يحدث الرجل الرجل يسمع كلامه ولا يراه من الدخان فمشي اليه ابو سفيان ونفر معه وناشده الله والرحم وواعده ان دعا لهم وكشف عنهم ان يءمنوا فلما كشف عنهم رجعوا الي الشرك بدخان مبين ظاهر حاله لا يشك احد في انه دخان وقيل ان هذا الدخان يوم القيامة او يكون من علامات الساعة لانه تعالي اخبر ان دخان ياتيهم وهو عذاب وفي سنين القحط ما كان هناك دخان يغشي الناس يشملهم ويلبسهم هذا عذاب اليم ربنا اكشف عنا العذاب انا مءمنون ,True,0850Acqam.Tafsir
164277,19,Shamela0023578-ara1.completed.ms1597,اهل مصر يبتاعون الطعام من يوسف فباعهم اول سنة بالنقود حتي لم يبق في مصر دينار ولا درهم الا قبضه وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس منها شء وباعهم بالسنة الثالثة بالمواشي والدواب حتي احتوي عليها اجمع وباعهم بالسنة الرابعة بالعبيد والاماء حتي لم يبق عبد ولا امة في يد احد منهم ثم باعهم السنة الخامسة بالضياع والعقار والدور حتي احتوي عليها وباعهم السنة السادسة باولادهم حتي استرقهم وباعهم السنة السابعة برقابهم حتي لم يبق بمصر حر ولا حرة الا صار عبدا له حتي قال الناس تالله ما راينا كاليوم ملكا اجل ولا اعظم من هذا ثم قال يوسف لفرعون كيف رايت صنيع ربي فيما خولني فما تري لي قال الملك الراي رايك وانما نحن لك تبع قال فاني اشهد واشهدك اني اعتقت اهل مصر عن اخرهم ورددت عليهم اموالهم واملاكهم ,True,0427AbuIshaqThaclabi.KashfWaBayan
164277,19,Shamela0006896-ara1.mARkdown.ms028,فلما كانت تلك السنون الشداد جعل يوسف يبيعهم في السنة الاولي بالدراهم والدنانير حتي استغرق دراهم مصر ودنانيرها ثم باعهم في الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس شء منها ثم باعهم في الثالثة بالمواشي والدواب حتي احتوي عليها كلها ثم باعهم في الرابعة بالعبيد والاماء حتي لم يبق لاحدهم عبد ولا امة ثم باعهم في الخامسة بالضياع والعقار والدور حتي جمع بين ملك مصر وملكها ثم باعهم في السادسة باولادهم حتي استرقهم ثم باعهم في السابعة برقابهم حتي لم يبق بمصر حر ولا حرة الا صار عبدا وصارت امة له ثم ,True,0429AbuMansurThacalibi.ThimarQulub
164277,19,Shamela0006896-ara1.mARkdown.ms029,فلما كانت تلك السنون الشداد جعل يوسف يبيعهم في السنة الاولي بالدراهم والدنانير حتي استغرق دراهم مصر ودنانيرها ثم باعهم في الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس شء منها ثم باعهم في الثالثة بالمواشي والدواب حتي احتوي عليها كلها ثم باعهم في الرابعة بالعبيد والاماء حتي لم يبق لاحدهم عبد ولا امة ثم باعهم في الخامسة بالضياع والعقار والدور حتي جمع بين ملك مصر وملكها ثم باعهم في السادسة باولادهم حتي استرقهم ثم باعهم في السابعة برقابهم حتي لم يبق بمصر حر ولا حرة الا صار عبدا وصارت امة له ثم انه عليه السلام قال اني لم املك مصر لاملك اهلها ولم ابرهم لاجفوهم فاعتقهم كلهم ورد عليهم اموالهم ,True,0429AbuMansurThacalibi.ThimarQulub
164277,19,Shamela0000041-ara1.completed.ms1306,الملك الي الاسلام ويتلطف له حتي اسلم الملك وكثير من الناس فهذا في الدنيا ولاجر الاخرة ثواب الاخرة خير للذين امنوا وكانوا يتقون فلما اطمان يوسف في ملكه دبر في جمع الطعام باحسن التدبير وبني الحصون والبيوت الكثيرة وجمع فيها الطعام للسنين المجدبة وانفق بالمعروف حتي خلت السنون المخصبة ودخلت السنون المجدبة بهول لم يعهد الناس بمثله وروي انه كان قد دبر في طعام الملك وحاشيته كل يوم مرة واحدة نصف النهار فلما دخلت سنة القحط كان اول من اخذه الجوع هو الملك في نصف الليل فنادي يا يوسف الجوع الجوع فقال يوسف هذا اوان القحط ففي السنة الاولي من سني الجدب هلك كل شء اعدوه في السنين المخصبة فجعل اهل مصر يبتاعون من يوسف الطعام فباعهم اول سنة بالنقود حتي لم يبق بمصر دينار ولا درهم الا قبضه وباعهم السنة الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس منها شء وباعهم السنة الثالثة بالمواشي والدواب حتي احتوي عليها اجمع وباعهم في السنة الرابعة بالعبيد والاماء حتي لم يبق في يد احد عبد ولا امة وباعهم السنة الخامسة بالضياع والعقار والدور حتي احتوي عليها وباعهم السنة السادسة باولادهم حتي استرقهم وباعهم السنة السابعة برقابهم حتي استرقهم ولم يبق بمصر حر ولا حرة الا صار عبدا له فقال الناس ما راينا يوما كاليوم ملكا اجل ولا اعظم من هذا ثم قال يوسف للملك كيف رايت صنع ربي فيما خولني فما تري في ذلك فقال له الملك الراي رايك ونحن لك تبع قال فاني اشهد الله واشهدك اني اعتقت اهل مصر عن اخرهم ورددت ,True,0510IbnMascudBaghawi.Tafsir
164277,19,Shia002359Vols-ara1.ms2338,كتاب النبوة بالاسناد عن احمد بن محمد بن عيسي عن الحسن بن علي ابن بنت الياس قال سمعت الرضا عليه السلام يقول واقبل يوسف علي جمع الطعام فجمع في السبع السنين المخصبة فكبسه في الخزاءن فلما مضت تلك السنون واقبلت المجدبة اقبل يوسف علي بيع الطعام فباعهم في السنة الاولي بالدراهم والدنانير حتي لم يبق بمصر وما حولها دينار ولا درهم الا صار في مملكة يوسف وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق بمصر وما حولها حلي ولا جوهر الا صار في مملكته وباعهم في السنة الثالثة بالدواب والمواشي حتي لم يبق بمصر وما حولها دابة ولا ماشية الا صارت في مملكته وباعهم في السنة الرابعة بالعبيد والاماء حتي لم يبق بمصر عبد ولا امة الا صار في مملكته وباعهم في السنة الخامسة بالدور والعقار حتي لم يبق بمصر وما حولها دار ولا عقار الا صار في مملكته وباعهم في السنة السادسة بالمزارع والانهار حتي لم يبق بمصر وما حولها نهر ولا مزرعة الا صار في مملكته وباعهم في السنة السابعة برقابهم حتي لم يبق بمصر وما حولها عبد ولا حر الا صار عبد يوسف فملك احرارهم وعبيدهم واموالهم وقال الناس ما راينا ولا سمعنا بملك اعطاه الله من الملك ما اعطي هذا الملك حكما وعلما وتدبيرا ثم قال يوسف للملك ايها الملك ما تري فيما خولني ربي من ملك مصر واهلها اشر علينا برايك فاني لم اصلحهم لافسدهم ولم انجهم من البلاء لاكون بلاء عليهم ولكن الله تعالي انجاهم علي يدي قال له الملك الراي رايك قال يوسف اني اشهد الله واشهدك ايها الملك اني قد اعتقت اهل مصر كلهم ورددت عليهم اموالهم وعبيدهم ورددت عليك ,True,0548IbnHasanTabarsi.TafsirMajmacBayan
164277,19,Shia003700-ara1.ms102,فاقبل يوسف علي جمع الطعام في السنين السبع الخصيبة يكبسه في الخزاءن في سنبله ثم اقبلت السنون الجدبة اقبل يوسف عليه السلام علي بيع الطعام فباعهم في السنة الاولي بالدراهم و الدينار حتي لم يبق بمصر وما حولها دينار ولا درهم الا صار في مملكة يوسف وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق بمصر حلي ولا جوهر الا صار في مملكته وباعهم في السنة الثالثة بالدواب والمواشي حتي لم يبق بمصر وما حولها دابة ولا ماشية الا صارت في مملكة يوسف وباعهم في السنة الرابعة بالعبيد والاماء حتي لم يبق بمصر وما حولها عبد ولا امة الا وصار في مملكة يوسف وباعهم ,True,0573IbnHibatAllahQutbDinRawandi.QisasAnbiya
164277,19,SHAM19Y23644-ara1.ms0394,الملك الي الاسلام فاسلم هو واهل بيته فهذا في الدنيا ولاجر الاخرة خير للذين امنوا وكانوا يتقون يوسف اي ثواب الاخرة وقال ابن الكلبي جاع الناس واشتد الامر وجاء هول لم يعهد مثله ولما كان ابتداء القحط بينما الملك ذات ليلة ناءم استيقظ وقد اصابه جوع شديد فصاح يا يوسف الجوع فقال يوسف هذا اوان القحط ودخلت السنة الاولي باعهم يوسف الطعام بالنقود حتي لم يبق عندهم درهم ولا دينار حتي قبضه وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس منها شء ثم باعهم في السنة الثالثة بالمواشي والدواب حتي احتوي علي الجميع ثم باعهم في السنة الرابعة بالعبيد والاماء باسرهم ثم باعهم في السنة الخامسة بالعقار والضياع والدور حتي احتوي علي الجميع ثم باعهم في السنة السادسة باولادهم حتي استرقهم ثم باعهم في السنة السابعة برقابهم حتي صار جميع من بمصر عبيدا له فقال الناس تالله ما راينا كاليوم ,True,0654SibtIbnJawzi.MiratZaman
164277,19,Shia002616Vols-ara1.ms3321,كان ابتداء القحط بينا الملك في جوف الليل اصابه الجوع في نصف الليل فهتف الملك يا يوسف الجوع الجوع فقال يوسف هذا اوان القحط فلما دخلت اول سنة من سني القحط هلك فيها كل شء اعدوه في السنين المخصبة فجعل اهل مصر يبتاعون الطعام من يوسف فباعهم اول سنة بالنقود حتي لم يبق بمصر دينار ولا درهم الا قبضه وباعهم في السنة الثانية بالحلي والجواهر حتي لم يبق في ايدي الناس منها شء وباعهم في السنة الثالثة بالمواشي والدواب حتي احتوي عليها اجمع وباعهم في السنة الرابعة بالعبيد والاماء حتي احتوي علي الكل وباعهم في السنة الخامسة بالعقار والضياع حتي ملكها كلها وباعهم في السنة السادسة باولادهم ونساءهم فاسترقهم جميعا وباعهم في السنة السابعة برقابهم حتي لم يبق في السنة السابعة بمصر حر ولا عبد الا صار عبدا له فقال الناس والله ما راينا ملكا ,True,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran
