cluster,size,id,text,from_input,book
34359748744,31,Tafsir02091-ara1.ms1423,قوله تعالي فخراج ربك اي ما وعد الله لك من الاجر والثواب في الاخرة وهو خير الرازقين اي افضل المعطين واصل الخرج والخراج الضريبة والعلة كخراج الارض وقال النضر بن شميل سالت ابا عمرو بن العلاء عن الفرق بين الخرج والخراج فقال الخراج ما لزمك ووجب عليك اداءه والخرج ما تبرعت به من غير وجوب قوله تعالي وانك لتدعوهم الي صراط مستقيم اي الي طريق قاءم يرضاه الله وهو الاسلام قوله تعالي وان الذين لا يءمنون بالاخرة عن الصراط لناكبون معناه وان الذين لا يصدقون بالقيامة عن دين الحق لناكبون اي ماءلون عادلون ومنه النكباء وقيل معناه انهم في الاخرة عن صراط جهنم يسقطون يمنة ويسرة قوله تعالي ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون اي ولو رحمناهم وكشفنا ما بهم من الشدة التي اصابت اهل مكة من الجوع والقحط الذي اخذهم سبع سنين للجوا في طغيانهم اي لتمادوا في ضلالتهم يتحيرون ويترددون وقيل ولو رحمناهم في الاخرة فرددناهم الي الدنيا لعادوا الي الكفر كما كانوا قال الله تعالي ولو ردوا لعادوا لما نهوا عنه الانعام قوله تعالي ولقد اخذناهم بالعذاب يعني الجوع الذي اصابهم بدعوة النبي صلي الله عليه وسلم اللهم سنين كسني يوسف فجاعوا حتي اكلوا الوبر والدم فما استكانوا لربهم وما يتضرعون اي فما خضعوا لربهم وما تضرعوا ولا انقادوا في الامر لله وما رغبوا اليه في الدعاء ولو كشف عنهم العذاب لم يشكروا والاستكانة طلب السكون والتضرع طلب كشف البلاء من القادر عليه قوله تعالي حتي اذا فتحنا عليهم بابا ذا عذاب شديد قيل انه القتل يوم بدر وقيل انه عذاب الاخرة اذا هم فيه مبلسون اي ايسون يتحيرون ,True,0360Tabarani.TafsirKabir
34359748744,31,Shamela0023594-ara1.ms1310,قرا حمزة والكساءي خراجا فخراج ربك خير يعني فثواب ربك خير ويقال قوت ربك من الحلال خير من جعلهم وثوابهم وهو خير الرازقين اي افضل الرازقين قوله عز وجل وانك لتدعوهم الي صراط مستقيم يعني دين مستقيم وهو الاسلام لا عوج فيه وان الذين لا يءمنون بالاخرة يعني لا يصدقون بالبعث عن الصراط لناكبون اي عن الدين لعادلون وماءلون سورة المءمنون الايات الي ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون ولقد اخذناهم بالعذاب فما استكانوا لربهم وما يتضرعون حتي اذا فتحنا عليهم بابا ذا عذاب شديد اذا هم فيه مبلسون قوله ولو رحمناهم وكشفنا ما بهم من ضر يعني من الجوع الذي اصابهم للجوا اي مضوا وتمادوا في طغيانهم يعمهون يعني في ضلالتهم يترددون قوله عز وجل ولقد اخذناهم بالعذاب ,True,0367AbuLaythSamarqandi.BahrCulum
34359748744,31,JK007095-ara1.ms416,المءمنون وان الذين لا وان الذين لا يءمنون بالاخرة عن الصراط لناكبون اي تاركون له سورة المءمنون من اية اية المءمنون ولو رحمناهم وكشفنا ولو رحمناهم وكشفنا ما بهم من ضر نزلت في اهل مكة وذلك حين اخذوا بالجوع سبع سنين حتي اكلوا الميتة والعظام واجهدوا حتي جعل احدهم يري ما بينه وبين السماء دخانا وهو قوله فارتقب يوم تاتي السماء بدخان مبين نزلت هذه الاية قبل ان يءخذوا بالجوع ثم اخذوا به فقال الله وهم في ذلك الجوع ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون يترددون المءمنون ولقد اخذناهم بالعذاب ولقد اخذناهم بالعذاب يعني ذلك الجوع في السبع السنين فما استكانوا لربهم وما يتضرعون يقول لم يءمنوا وقد سالوا ان يرفع ذلك عنهم فيءمنوا فقالوا ربنا اكشف عنا العذاب وهو ذلك الجوع انا مءمنون فكشف عنهم فلم يءمنوا المءمنون حتي اذا فتحنا حتي اذا فتحنا عليهم بابا ذا عذاب شديد يعني يوم بدر قتلوا بالسيف اذا هم فيه مبلسون يءسوا من كل خير سورة المءمنون من اية اية المءمنون وهو الذي انشا وهو الذي انشا لكم اي خلق قليلا ما تشكرون اقلكم من يشكر اي يءمن المءمنون وهو الذي يحيي افلا تعقلون يقوله للمشركين يذكرهم نعمته عليهم يقول فالذي ,True,0399IbnAbiZamanaynIlbiri.Tafsir
34359748744,31,Shamela0023578-ara1.completed.ms2114,ولو اتبع الحق يعني الله سبحانه اهواءهم مرادهم فيما يفعل لفسدت السماوات والارض ومن فيهن بل اتيناهم بذكرهم ببيانهم وشرفهم يعني القران فهم عن ذكرهم معرضون ام تسالهم علي ما جءتهم به خرجا اجرا وجعلا واصل الخرج والخراج الغلة والضريبة والاتاوة كخراج العبد والارض وقال النضر بن شميل سالت ابا عمرو بن العلاء عن الفرق بين الخرج والخراج فقال الخراج ما لزمك ووجب عليك اداءه والخرج ما تبرعت به من غير وجوب قال الله سبحانه فخراج ربك رزقه وثوابه خير وهو خير الرازقين وانك لتدعوهم الي صراط مستقيم وهو الاسلام وان الذين لا يءمنون بالاخرة عن الصراط لناكبون عادلون ماءلون ومنه الريح النكباء سورة المءمنون الايات الي ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون ولقد اخذناهم ,True,0427AbuIshaqThaclabi.KashfWaBayan
34359748744,31,Shia002341Vols-ara1.ms2840,فخراج ربك اي اجر ربك خير وهو خير الرازقين يعني الله خير من يرزق وفي ذلك دلالة علي ان غير الله قد يرزق باذنه ولولا لم يجز خير الرازقين ثم قال لنبيه محمد صلي الله عليه واله وانك يا محمد لتدعوهم اي هءلاء الكفار الي صراط مستقيم من التوحيد واخلاص العبادة والعمل بالشريعة وان الذين لا يءمنون بالاخرة يعني من لا يصدقون بالبعث يوم القيامة عن الصراط صراط الحق لناكبون اي عادلون عن دين الحق وقال الجباءي معناه لناكبون في الاخرة عن طريق الجنة باخذهم يمنة ويسرة الي النار ثم قال تعالي ولو رحمناهم في الاخرة ورددناهم الي دار الدنيا وكلفناهم فيها للجوا في طغيانهم يعمهون كما قال ولو ردوا لعادوا لما نهوا عنه وقال ابن جريج يريد في الدنيا اي لو انا رحمناهم وكشفنا ما بهم من ضر وجوع ونحوه للجوا في طغيانهم اي في غوايتهم ,True,0460ShaykhTusi.Tibyan
34359748744,31,JK006476-ara1.ms1100,المءمنون ام تسالهم خرجا قوله تعالي ام تسالهم خرجا وقرء خراجا وكلاهما بمعني الجعل والاجر وعن ابي عمرو بن العلاء قال الخراج في الارض والخرج في الرقاب وقوله فخراج ربك اي ثوابه خير اي اجر ربك خير وقوله وهو خير الرازقين اي المعطين المءمنون وانك لتدعوهم الي قوله تعالي وانك لتدعوهم الي صراط مستقيم اي الي دين الحق المءمنون وان الذين لا قوله تعالي وان الذين لا يءمنون بالاخرة عن الصراط لناكبون اي عن طريق الحق لعادلون المءمنون ولو رحمناهم وكشفنا قوله تعالي ولو رحمناهم وكشفنا ما بهم من ضر روي ان النبي دعا علي قريش فقال اللهم اجعل عليهم سنين كسني يوسف فاصابهم الجدب والقحط حتي اكلوا العلهز وهو الدم بالوبر فانزل الله تعالي هذه الاية ولو ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون ولقد اخذناهم بالعذاب فما استكانوا لربهم وما يتضرعون رحمناهم وكشفنا ما بهم من ضر اي الجوع والقحط وقوله للجوا في طغيانهم يعمهون اي مضوا في طغيانهم يعمهون ولم ينزعوا عنه المءمنون ولقد اخذناهم بالعذاب قوله تعالي ولقد اخذناهم بالعذاب ,True,0489IbnMuhammadSamcani.TafsirQuran
34359748744,31,Shamela0000041-ara1.completed.ms1761,قرا حمزة والكساءي خراجا فخراج كلاهما بالالف وقرا ابن عامر كلاهما بغير الف وقرا الاخرون خرجا بغير الف فخراج بالالف وانك لتدعوهم الي صراط مستقيم وهو الاسلام وان الذين لا يءمنون بالاخرة عن الصراط اي عن دين الحق لناكبون لعادلون ماءلون ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون ولقد اخذناهم بالعذاب فما استكانوا لربهم وما يتضرعون حتي اذا فتحنا عليهم بابا ذا عذاب شديد اذا هم فيه مبلسون وهو الذي انشا لكم السمع والابصار والافءدة قليلا ما تشكرون وهو الذي ذراكم في الارض واليه تحشرون وهو الذي يحيي ويميت وله اختلاف الليل والنهار افلا تعقلون ولو رحمناهم وكشفنا ما بهم من ضر قحط وجدوبة للجوا تمادوا في طغيانهم يعمهون ولم ينزعوا عنه ولقد اخذناهم بالعذاب ,True,0510IbnMascudBaghawi.Tafsir
34359748744,31,Shia002359Vols-ara1.ms3036,قولك لاجله فخراج ربك خير اي فرزق ربك في الدنيا خير منه عن الكلبي وقيل فاجر ربك في الاخرة خير منه عن الحسن وهو خير الرازقين اي افضل من اعطي واجر وفي هذا دلالة علي ان في العباد من يرزق غيره باذن الله وانك لتدعوهم الي صراط مستقيم من التوحيد واخلاص العبادة والعمل بالشريعة وان الذين لا يءمنون بالاخرة اي لا يصدقون بالنشاة الاخرة عن الصراط لناكبون اي عن الدين الحق عادلون وماءلون وقيل معناه انهم في الاخرة ناكبون عن طريق الجنة يءخذ بهم يمنة ويسرة الي النار عن الجباءي ولو رحمناهم في الاخرة وكشفنا ما بهم من ضر ورددناهم الي دار التكليف للجوا في طغيانهم يعمهون مثل قوله ولو ردوا لعادوا عن الجباءي وابي مسلم وقيل انه في الدنيا اي ولو انا رحمناهم وكشفنا ما بهم من جوع ونحوه لتمادوا في ضلالتهم وغوايتهم يترددون ,True,0548IbnHasanTabarsi.TafsirMajmacBayan
34359748744,31,Tafsir03097-ara1.ms1146,وانك لتدعوهم الي صراط مستقيم المءمنون وهو حسن التوجه بصدق الطلب الي الله تعالي من غير اعوجاج في الطريق بميل الدنيا والاخرة فكيف يميل الي شء مما عندهم فينكب عن الصراط المستقيم وان الذين لا يءمنون بالاخرة المءمنون اي بالحشر والنشر انه لهم من الله مطالبات بحسب ميلان طبعهم الي ما سوي الله عن الصراط لناكبون فيقعون عن صراط الفرية في جهنم الفرقة ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون المءمنون به يشير الي حقيقة علمه مجالهم وبما شهد علمه بيان وجودهم وجاء فيهم ما قال تعالي فلما كشفنا عنهم العذاب الزخرف في الحال لم يفوا بما يعدون من انفسهم من الايمان في المال ثم يستدل علي ما اخبر من احوالهم بقوله تعالي ولقد اخذناهم بالعذاب المءمنون اي اذقناهم مقدمات العذاب دون شداءدها تنبيها لهم فما استكانوا لربهم وما يتضرعون اي فانتبهوا وما انزجروا ولو انهم اذا ما راوا العذاب فزعوا الي التضرع والابتهال واظهروا الاستكانة والافتقار والعجز لله تعالي بالصدق والاخلاص طالبين الله زوالها عنهم ولكنهم اصروا علي باطلهم ليقضي الله امرا كان مفعولا الانفال حتي اذا فتحنا عليهم بابا ذا عذاب شديد المءمنون وهو عن الخذلان وسدل حجب الهجران اذا هم فيه مبلسون متحيرون ,True,0618NajmDinAhmadIbnCumar.Tawilat
34359748744,31,Shia002616Vols-ara1.ms4320,حاتم الخرج الجعل والخراج العطاء المبرد الخرج المصدر والخراج الاسم وقال النضر بن شميل سالت ابا عمرو بن العلاء عن الفرق بين الخرج والخراج فقال الخراج ما لزمك والخرج ما تبرعت به وعنه ان الخرج من الرقاب والخراج من الارض ذكر الاول الثعلبي والثاني الماوردي قوله تعالي وانك لتدعوهم الي صرط مستقيم وان الذين لا يءمنون بالاخرة عن الصراط لناكبون قوله تعالي وانك لتدعوهم الي صراط مستقيم اي الي دين قويم والصراط في اللغة الطريق فسمي الدين طريقا لانه يءدي الي الجنة فهو طريق اليها وان الذين لا يءمنون بالاخرة اي بالبعث عن الصراط لناكبون قيل هو مثل الاول وقيل انهم عن طريق الجنة لناكبون حتي يصيروا الي النار نكب عن الطريق ينكب نكوبا اذا عدل عنه ومال الي غيره ومنه نكبت الريح اذا لم تستقم علي مجري وشر الريح النكباء قوله تعالي ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون قوله تعالي ولو رحمناهم وكشفنا ما بهم من ضر اي لو رددناهم الي الدنيا ولم ندخلهم النار وامتحناهم للجوا في طغيانهم قال السدي في معصيتهم يعمهون قال الاعمش يترددون وقال ,True,0671AbuCabdAllahQurtubi.JamicLiAhkamQuran
