word,count
اشتد الغلا ببغداد,12
اشتد الغلا في,12
اشتد الغلا بمصر,8
في,7
رغيفا بالف دينار,6
اشتد الغلا والوبا,6
اكلت رغيفا بالف,5
غلا السعر فلو,5
امراه اكلت رغيفا,5
فقال انت شيطان,5
اشتد الغلا علي,5
قد غلا السعر,5
فلو نقصنا من,5
السعر فلو نقصنا,5
ان امراه اكلت,5
في عامه بلاد,4
عامه بلاد الاسلام,4
من,4
اشتد الغلا اتاه,4
فقال قد غلا,4
الغلا في عامه,4
نقصنا من هذا,4
من هذا فقال,4
هذا فقال انت,4
حتي اكل الناس,4
انت شيطان او,4
شيطان او رسول,4
فكان له في,4
كرين فكان له,4
صيره كرين فكان,4
الموت من الديار,3
اشتد الغلا وعدمت,3
وخرج الناس حذر,3
الناس حذر الموت,3
وكثر الموت حتي,3
حذر الموت من,3
وعظم الخطب الي,3
الغلا والوبا بمصر,3
الخطب الي ان,3
الي ان ال,3
الي,3
الديار,3
ان اهل البيت,3
حكي ان امراه,3
في هذه السنه,3
الناس الميته والكلاب,3
الميته والكلاب والسنانير,3
الغلا ببغداد في,3
دينارا واكل الناس,3
اشتد الغلا بدمشق,3
وثلاثين دينارا واكل,3
حتي,3
سنه,3
حتي ان اهل,3
فكيف العجيف وخرج,3
اهل البيت كانوا,3
البيت كانوا يموتون,3
كانوا يموتون في,3
يموتون في ليله,3
العجيف وخرج الناس,3
اشتد الغلا بها,3
اشتد الغلا بالموصل,3
فاستبعد ذلك فقيل,3
اشتد الغلا عندهم,3
من اهل مكه,3
اشتد الغلا حتي,3
المجاعه وتفرقت الجماعه,3
السمين فكيف العجيف,3
دينار فاستبعد ذلك,3
الغلا اتاه فقال,3
جميعها فاكل الناس,3
اتاه فقال قد,3
او رسول الشيطان,3
رسول الشيطان صيره,3
الشيطان صيره كرين,3
اشتد الغلا وامتد,3
اشتد الغلا بمكه,3
فاكل الناس الميته,3
بالف دينار فاستبعد,3
القوي فكيف الضعيف,3
بمصر فهرب الناس,2
والوبا بمصر فهرب,2
الغلا والوبا حتي,2
اشتد الغلا وفي,2
الدقيق ماه وثلاثين,2
ماه وثلاثين دينارا,2
اشتد الغلا وكان,2
كان,2
الف دينار بثلاثماه,2
دينار بثلاثماه دينار,2
بثلاثماه دينار واشترت,2
اللحم,2
واكل الناس النخاله,2
الناس النخاله والحشيش,2
ان,2
