cluster,size,id,text,from_input,book
42949884237,8,Sham19Y0023625-ara1.ms1455,مضطرب الاسناد وعمرو بن هارون ضعيف وقد خولف في صحابيه وفي رفعه اما الاول فاخرجه ابن ماجة من طريق اخري وقال عن ابي امامة ,False,1057IbnCallan.FutuhatRabbaniyya
42949884237,8,Shamela0021660-ara1.ms4754,عمر بن هارون البجلي والغالب عليه الضعف واثني عليه ابن مهدي لكن ضعفه جمع كثيرون وقال ابن حجر حديث مضطرب الاسناد وفيه عمر بن هارون ضعيف وقد خولف في صحابيه وفي رفعه ورواه الحسن بن سفيان عن عبادة ايضا وفيه بشر بن رافع متهم بالوضع واخرجه ابن ماجه من حديث بقية عن ابي امامة بلفظ من قام ليلتي العيد لله محتسبا لم يمت قلبه حين تموت القلوب وبقية صدوق لكن كثير التدليس وقد رواه بالعنعنة ورواه ابن شاهين بسند فيه ضعيف ومجهول ,False,1031CabdRaufMunawi.FaydQadir
42949884237,8,Sham19Y0038171-ara1.ms0896,من طريق بقية عن ابي امامة بلفظ من قام ليلتي العيد لله محتسبا لم يمت قلبه حين تموت القلوب وبقية صدوق لكنه كثير التدليس وقد رواه بالعنعنة ورواه ابن شاهين بسند فيه ضعيف ومجهول ,False,1205MurtadaZabidi.TakhrijAhadithIhyaCulumDin
60129745933,8,Shamela0022769-ara1.ms1032,ولا نكلف نفسا الا وسعها اي عادتنا جارية علي ان لا نكلف نفسا من النفوس الا ما في طاقتها اي فان الله تعالي لا يكلف عباده الا ما في وسعهم فان لم يبلغوا في فعل الطاعات مراتب السابقين فلا عليهم بعد ان يبذلوا طاقتهم ولدينا كتاب اي صحاءف الاعمال التي يقرءونها عند الحساب ينطق بالحق ,False,1316IbnCumarBantaniJawi.MarahLabid
60129745933,8,ShamAY0034055-ara1.ms07102,ولا نكلف نفسا الا وسعها جملة مستانفة سبقت للتحريض علي ما وصف به اولءك المشار اليهم من فعل الطاعات ببيان سهولته وكونه غير خارج عن حد الوسع والطاعة الي عادتنا جارية علي ان لا نكلف نفسا من النفوس الا ما في وسعها وقدر طاقتها علي ان المراد استمرار النفي بمعونة المقام لا نفي الاستمرار او للترخيص فيما هو قاصر عن درجة اعمال اولءك ببيان انه تعالي لا يكلف عباده الا ما في وسعهم فان لم يبلغوا في فعل الطاعات مراتب السابقين فلا عليهم بعد ان يبذلوا طاقتهم ويستفرغوا ,False,1342MahmudShukriAlusi.RawhMacani
60129745933,8,Tafsir03037-ara1.ms1811,لا يشعرون قال تعالي ولا نكلف نفسا الا وسعها اي طاقتها فهو تحريض علي تحصيل ما وصف به السابقون من فعل الطاعات المءدي الي نيل الخيرات ببيان سهولته وانه غير خارج عن حد الوسع والطاقة اي عادتنا جارية بان لا نكلف نفسا من النفوس الا ما في طاقتها فان لم يبلغوا في فعل الطاعة مراتب السابقين فلا عليهم بعد ان يبذلوا طاقتهم ويستفرغوا وسعهم ولدينا كتاب اي صحاءف الاعمال التي يرونها عند الحساب حسبما يعرب عنه قوله ينطق بالحق كقوله هذا كتابنا ينطق عليكم بالحق ان كنا نستنسخ ما كنتم تعملون ,False,1124IbnMuhammadIbnCajibaFasiSufi.BahrMadid
60129745933,8,Tafsir07057-ara1.ms3691,تعالي ولا نكلف نفسا الا وسعها اي وقد جرت سنتنا فيما شرعناه لعبادنا من تشريعات اننا لا نكلف نفسا من النفوس الا في حدود طاقتها وقدرتها كما قال تعالي لا يكلف الله نفسا الا وسعها والمراد بالكتاب في قوله تعالي ولدينا كتاب ينطق بالحق كتاب الاعمال الذي يحصيها الله تعالي فيه ويشهد لذلك قوله سبحانه هذا كتابنا ينطق عليكم بالحق انا كنا نستنسخ ما كنتم تعملون وقوله تعالي ووضع الكتاب فتري المجرمين مشفقين مما فيه ,False,1431MuhammadSayyidTantawi.TafsirWasit
60129745933,8,Shamela0023631-ara1.ms3412,اي سنتنا جارية علي الا نكلف نفسا من النفوس الا ما في وسعها او للترخيص فيما هو قاصر عن درجة اعمال اولءك الصالحين ببيان انه تعالي لا يكلف عباده الا ما في وسعهم فان لم يبلغوا في فعل الطاعات ,False,1332IbnMuhammadJamalDinQasimi.MahasinTawil
60129745933,8,Shamela0010273-ara1.ms2025,لا يشعرون قال تعالي ولا نكلف نفسا الا وسعها اي طاقتها فهو تحريض علي تحصيل ما وصف به السابقون من فعل الطاعات المءدي الي نيل الخيرات ببيان سهولته وانه غير خارج عن حد الوسع والطاقة اي عادتنا جارية بان لا نكلف نفسا من النفوس الا ما في طاقتها فان لم يبلغوا في فعل الطاعة مراتب السابقين فلا عليهم بعد ان يبذلوا طاقتهم ويستفرغوا وسعهم ولدينا كتاب اي صحاءف الاعمال التي يرونها عند الحساب حسبما يعرب عنه قوله ينطق بالحق كقوله هذا كتابنا ينطق عليكم بالحق انا كنا نستنسخ ما كنتم تعملون ,False,1224IbnCajiba.BahrMadid
60129745933,8,Shia002702Vols-ara1.ms07292,لا يظلمون ولا نكلف نفسا الا وسعها جملة مستانفة سيقت للتحريض علي ما وصف به اولءك المشار اليهم من فعل الطاعات ببيان سهولته وكونه غير خارج عن حد الوسع والطاعة اي عادتنا جارية علي ان لا نكلف نفسا من النفوس الا ما في وسعها وقدر طاقتها علي ان المراد استمرار النفي بمعونة المقام لا نفي الاستمرار او للترخيص فيما هو قاصر عن درجة اعمال اولءك ببيان انه تعالي لا يكلف عباده الا ما في وسعهم فان لم يبلغوا في فعل الطاعات مراتب السابقين فلا عليهم بعد ان يبذلوا طاقتهم ويستفرغوا وسعهم قال مقاتل من لم يستطع القيام فليصل قاعدا ومن لم يستطع القعود فليوم ايماء وقوله سبحانه ولدينا كت ابينطق بالحق تتمة لما قبله ببيان احوال ما كلفوه من الاعمال واحكامها المترتبة عليها من الحساب والثواب والعقاب والمراد بالكتاب صحاءف الاعمال التي يقرءونها عند الحساب ,False,1270ShihabDinAlusi.RuhMacani
