cluster,size,id,text,from_input,book
4232,2,Sham19Y0018147-ara1.completed.ms2122,ولقد نظرت بعيني برا باب البرقيه ظاهر القاهره في الخندق برا السور جماعه كبيره شبه الوحوش الضاريه قد تغيرت عنهم معالم الانسانيه وكل جماعه عندهم قدر ينتظرون الميتات التي تخرج وترمي بكيمان البرقيه فياخدونها بالضراب بينهم من قوي علي صاحبه فيطبخونها وياكلونها وكانوا ياكلون الكلاب والقطاط وساير ما يجدون حتي بعضهم البعض حكي لي رجل عدل كان يخدم بديوان شمس الدين سنقر السعدي نقيب المماليك السلطانيه قال طلعت في الغلا دات يوم الي القلعه في صحبه حسام الدين لاجين اخو الامير المدكور فنظرت تحت القلعه ,True,0736IbnDawadari.KanzDurar
4232,2,Sham19Y0016364-ara1.ms154,ولقد نظرت بعيني برا باب البرقية ظاهر القاهرة في الخندق برا السور جماعة كبيرة شبه الوحوش الضارية قد تغيرت عنهم معالم الانسانية وكل جماعة عندهم قدر ينتظرون الميتات التي تخرج وترمي بكيمان البرقية فياخذونها بالضرب بينهم من قوي علي صاحبه فيطبخونها وياكلونها وكانوا ياكلون الكلاب والقطاط وساير ما يجدون حتي بعضهم البعض حكي لي رجل عدل كان يخدم بديوان شمس الدين سنقر السعدي نقيب المماليك السلطانية قال طلعت في الغلا ذات يوم الي القلعة في صحبة حسام الدين لاجين اخو الامير المذكور فنظرت تحت القلعة ,True,0717CabbasSafadi.NuzhatMalikWaMamluk
18986,2,Shamela0009783BK1-ara1.mARkdown.ms4751,ونفسان معه وكانوا قد اعدت لهم دواب توقف في كل ليلة ليخرجوا فيركبوها هاربين فنذر بهم وغلقت ابواب مدينة ابي جعفر المنصور فاخذ الذواءبي ومن خرج معه وركب محمد بن طاهر وكتب بالخبر الي الموفق وهو مقيم بواسط فامر ان تقطع يد الذواءبي ورجله من خلاف فقطع في مجلس الجسر بالجانب الغربي ومحمد بن طاهر واقف علي دابته وكوي يوم الاثنين لثلاث خلون من جمادي الاخرة وفيها قدم صاعد بن مخلد من فارس ودخل واسط في رجب فامر الموفق جميع القواد ان يستقبلوه فاستقبلوه وترجلوا له وقبلوا كفه وفيها قبض الموفق علي صاعد بن مخلد بواسط وعلي اسبابه وانتهب منازلهم يوم الاثنين لتسع خلون من رجب وقبض علي ابنيه ابي عيسي وابي صالح ببغداد وعلي اخيه عبدون واسبابه بسامرا وذلك كله في يوم واحد وهو اليوم الذي قبض فيه علي صاعد واستكتب الموفق اسماعيل بن بلبل واقتصر به علي الكتابة دون غيرها ووردت الاخبار فيها ان مصر زلزلت في جمادي الاخرة زلازل اخربت الدور والمسجد الجامع وانه احصي في يوم واحد بها الف جنازة وفيها غلا السعر ببغداد وذلك ان اهل سامرا منعوا فيما ذكر سفن الدقيق من الانحدار اليها ومنع الطاءي ارباب الضياع من دياس الطعام وقسمه يتربص بذلك غلاء الاسعار فمنع اهل بغداد الزيت والصابون والتمر وغير ذلك من حمله الي سامرا وذلك في النصف من شهر رمضان وفيها ضجت العامة بسبب غلاء السعر واجتمعت للوثوب بالطاءي فانصرفوا من مسجد الجامع للنصف من شوال الي داره بين باب البصرة وباب الكوفة وجاءوه من ناحية الكرخ فاصعد الطاءي اصحابه علي السطوح فرموهم بالنشاب واقام ,True,0310Tabari.Tarikh
18986,2,Sham19Y0145435-ara1.ms4762,ونفسان معه وكانوا قد اعدت لهم دواب توقف في كل ليلة ليخرجوا فيركبوها هاربين فنذر بهم وغلقت ابواب سدينة ابي جعفر المنصور فاخذ الذواءبي ومن خرج معه وركب محمد بن طاهر وكتب بالخبر الي الموفق وهو مقيم بواسط فامر ان تقطع يد الذواءبي ورجله من خلاف فقطع في مجلس الجسر بالجانب الغربي ومحمد بن طاهر واقف علي دابته وكوي يوم الاثنين لثلاث خلون من جمادي الاخرة وفيها قدم صاعد بن مخلد من فارس ودخل واسط في رجب فامر الموفق جميع القواد ان يستقبلوه فاستقبلوه وترجلوا له وقبلوا كفه وفيها قبض الموفق علي صاعد بن مخلد بواسط وعلي اسبابه وانتهب منازلهم يوم الاثنين لتسع خلون من رجب وقبض علي ابنيه ابي عيسي وابي صالح ببغداد وعلي اخيه عبدون واسبابه بسامرا وذلك كله في يوم واحد وهو اليوم الذي قبض فيه علي صاعد واستكتب الموفق اسماعيل بن بلبل واقتصر به علي الكتابة دون غيرها ووردت الاخبار فيها ان مصر زلزلت في جمادي الاخرة زلازل اخربت الدور والمسجد الجامع وانه احصي في يوم واحد بها الف جنازة وفيها غلا السعر ببغداد وذلك ان اهل سامرا منعوا فيما ذكر سفن الدقيق من الانحدار اليها ومنع الطاءي ارباب الضياع من دياس الطعام وقسمه يتربص بذلك غلاء الاسعار فمنع اهل بغداد الزيت والصابون والتمر وغير ذلك من حمله الي سامرا وذلك في النصف من شهر رمضان وفيها ضجت العامة بسبب غلاء السعر واجتمعت للوثوب بالطاءي فانصرفوا من مسجد الجامع للنصف من شوال الي داره بين باب البصرة وباب الكوفة وجاءوه من ناحية الكرخ فاصعد الطاءي اصحابه علي السطوح فرموهم بالنشاب واقام ,True,1411MuhammadTahirBarnaji.SahihWaDacifTarikhTabari
8589940159,2,Shamela0003118-ara1.completed.ms5976,ثقة فهما صنف ابوابا وشيوخا ورجع اخر عمره الي نيسابور فتوفي بها وثقه الحاكم والدارقطني وغيرهما سمع ابو بكر بن داود الزاهد يقول كنت بالبصرة ايام القحط فلم اكل في اربعين يوما الا رغيفا واحدا فكنت اذا جعت قرات سورة يس علي نية الشبع فكفاني الله الجوع قال ابو منصور بن عبد الله بن محمد الحافظ النيسابوري توفي ابو بكر محمد بن داود بن سليمان الزاهد يوم الجمعة لعشر بقين من ربيع الاول سنة اثنتين واربعين وثلاث مءة وكان من المقبولين بالحجاز ومصر والشام والعراقين وبلاد خراسان محمد بن داود بن ,True,0711IbnManzurIfriqi.MukhtasarTarikhDimashq
8589940159,2,Shamela0096165-ara1.mARkdown.ms1253,ثقة فهما صنف ابوابا وشيوخا سمع منه يحيي بن محمد بن صاعد وابو بكر بن ابي داود ومحمد بن مخلد والدارقطني وقال فاضل ثقة وقال الحاكم توفي سنة اثنتين واربعين وثلاثماءة وكان من المقبولين بالحجاز ومصر والشام والعراقين ا وبلاد خراسان محمد بن داود بن ,True,0879IbnQutlubugha.Thiqat
8590028002,2,Shamela0035100-ara1.mARkdown.ms05169,في المحرم وجد كورتكين الديلمي في درب فاحضر الي دار ابن راءق وحبس وفيها كان الغلاء العظيم ببغداد وابيع كر القمح بماءتي دينار وعشرة دنانير واكلوا الميتة وكثر الاموات علي الطرق وعم البلاء وفي ربيع الاخر خرج الحرم من قصر الرصافة يستغيثون في الطرقات الجوع الجوع وخرج الاتراك وتوزون فساقوا الي عند البريدي الي واسط وفيه وصلت الروم الي بلد حلب الي حموص وهي علي ست فراسخ من حلب فاخربوا واحرقوا وسبوا عشرة الاف نسمة وفيها استوزر المتقي ابا عبد الله البريدي براي ابن راءق لما راي انضمام الاتراك اليه فاحتاج الي مداراته وفيها تقلد قضاء الجانبين ومدينة ابي جعفر ابو الحسن احمد بن عبد الله بن اسحاق الخرقي التاجر وتعجب الناس من تقليد مثله وفيها عزل البريدي وقلد القراريطي الوزارة وفي حادي عشر جمادي الاولي ركب المتقي ومعه ابنه ابو منصور ومحمد بن راءق والوزير القراريطي والجيش وساروا وبين ايديهم القراء في المصاحف لقتال البريدي ثم انحدر من الشماسية في دجلة الي داره واجتمع الخلق علي كرسي الجسر فثقل بهم وانخسف فغرق خلق وامر ابن راءق بلعن البريدي علي المنابر واقبل ابو الحسين علي بن محمد اخو البريدي الي بغداد وقارب المتقي وابن راءق فهزمهما وكان معه الترك والديلم والقرامطة وكثر النهب ببغداد وتحصن ابن راءق فزحف ابو الحسين ,True,0748Dhahabi.TarikhIslam
8590028002,2,JK001330-ara1.mARkdown.ms0706,في المحرم وجد كورتكين الديلمي في درب فاحضر الي دار ابن راءق فحبسه وفيها كان الغلاء العظيم ببغداد وابيع كر القمح بماءتي دينار وعشرة دنانير واكلوا الميتة وكثرت الاموات علي الطرق وعم البلاء وخرج في شهر ربيع الاخر الحرم من قصر الرصافة يستغثن في الطرقات الجوع الجوع وخرج الاتراك وتوزون فساروا الي البريدي بواسط وفي هذه الايام وصلت الروم الي حموص من اعمال حلب وهي علي ستة فراسخ من حلب فاخربوا واحرقوا وسبوا عشرة الاف نسمة وفيها ولي قضاء الجانبين ومدينة ابي جعفر القاضي ابو الحسن احمد بن عبد الله بن اسحاق الخرقي التاجر وتعجب الناس من تقليد مثله القضاء وفيها عزل البريدي وقلد القراريطي الوزارة وفيها في جمادي الاولي ركب المتقي ومعه ابنه ابو منصور ومحمد بن راءق والوزير الفراريطي والجيش وساروا بين ايديهم القراء في المصاحف لقتال البريدي واجتمع الخلق علي كرسي الجسر فثقل بهم وانخسف فغرق خلق وامر ابن راءق بلعن البريدي علي المنابر ثم اقبل ابو الحسين علي بن محمد اخو البريدي الي بغداد وقارب المتقي وابن راءق وقاتلهما فهزمهما وكان معه الترك والديلم والقرامطة ودخلوا بغداد وكثر النهب بها وتحصن ابن راءق بها فزحف ابو الحسين ,True,0874IbnTaghribirdi.NujumZahira
8590051263,2,Shamela0035100-ara1.mARkdown.ms05677,الرافضة المدعين انهم علويون وكان ولي عهد ابيه فاستقل بالامر في اخر سنة احدي واربعين وثلاثماءة وسار في نواحي افريقية ليمهد مملكته فذلل العصاة واستعمل غلمانه علي المدن واستخدم الجند ثم جهز مولاه جوهر القاءد في جيش كثيف فسار فافتتح سجلماسة وسار حتي وصل الي البحر المحيط وصيد له من سمكه وافتتح مدينة فاس وارسل بصاحبها وبصاحب سبتة اسيرين الي المعز ووطد له من افريقية الي البحر سوي مدينة سبتة فانها بقيت لبني امية اصحاب الاندلس وذكر القفطي ان المعز عزم علي تجهيز عسكر الي مصر فسالته امه تاخير ذلك لتحج خفية فاجابها وحجت فلما حصلت بمصر احس بها الاستاذ كافور الاخشيدي فحضر وخدمها وحمل اليها هدايا وبعث في خدمتها اجنادا فلما رجعت من حجها منعت ولدها من غزو بلاده فلما توفي كافور بعث المعز جيوشه فاخذوا مصر قال غيره ولما بلغ المعز موت كافور صاحب ديار مصر جهز جوهرا المذكور اليها فجبي جوهر القطاءع التي علي البربر فكانت خمسماءة الف دينار وسار المعز بنفسه الي المهدية في الشتاء فاخرج من قصور اباءه من الاموال خمسماءة حمل ثم سار جوهر في الجيوش الي مصر في اول سنة ثمان وخمسين وانفق الاموال وكان في اهبة هاءلة وصادف بمصر الغلاء والوباء فافتتحها وافتتح الحجاز والشام ثم ارسل يعرف المعز بانتظام ,True,0748Dhahabi.TarikhIslam
8590051263,2,Shamela0010906-ara1.mARkdown.ms5043,القاهرة المعزية له كان صاحب المغرب وكان ولي عهد ابيه ولي سنة احدي واربعين وثلاث ماءة وسار في نواحي افريقية يمهد ملكه فذلل الخارجين عليه واستعمل مماليكه علي المدن واستخدم الجند وانفق الاموال وجهز مملوكه جوهر القاءد في الجيوش فسار فافتتح سجلماسة وسار الي ان وصل الي البحر الاعظم وصيد له من سمكه وافتتح مدينة فاس واسر صاحبها وصاحب سبتة وبعث بهما الي استاذه وقيل لم يقدر علي سبتة وكانت لصاحب الاندلس المرواني قال القفطي عزم المعز علي بعث جيشه الي مصر فسالته امه ان يءخر ذلك لتحج خفية فاجابها وحجت فاحس بقدومها الاستاذ كافور يعني صاحب مصر فحضر اليها وخدمها وحمل اليها تحفا وبعث في خدمتها اجنادا فلما رجعت منعت ابنها من قصد مصر فلما مات كافور بعث المعز جيشه فاخذوا مصر قلت قدم عليهم جوهرا فجني ما علي البربر من الضراءب فكان ذلك خمس ماءة الف دينار وعمد المعز الي خزاءن اباءه فبذل منها خمس ماءة حمل من المال وساروا في اول سنة ثمان وخمسين في اهبة عظيمة وكانت مصر في القحط فاخذها جوهر واخذ الشام والحجاز ونفذ ما يعرف مولاه بانتظام ,True,0748Dhahabi.SiyarAclamNubala
