cluster,size,id,text,from_input,book
4232,2,Sham19Y0018147-ara1.completed.ms2122,ولقد نظرت بعيني برا باب البرقيه ظاهر القاهره في الخندق برا السور جماعه كبيره شبه الوحوش الضاريه قد تغيرت عنهم معالم الانسانيه وكل جماعه عندهم قدر ينتظرون الميتات التي تخرج وترمي بكيمان البرقيه فياخدونها بالضراب بينهم من قوي علي صاحبه فيطبخونها وياكلونها وكانوا ياكلون الكلاب والقطاط وساير ما يجدون حتي بعضهم البعض حكي لي رجل عدل كان يخدم بديوان شمس الدين سنقر السعدي نقيب المماليك السلطانيه قال طلعت في الغلا دات يوم الي القلعه في صحبه حسام الدين لاجين اخو الامير المدكور فنظرت تحت القلعه ,True,0736IbnDawadari.KanzDurar
4232,2,Sham19Y0016364-ara1.ms154,ولقد نظرت بعيني برا باب البرقية ظاهر القاهرة في الخندق برا السور جماعة كبيرة شبه الوحوش الضارية قد تغيرت عنهم معالم الانسانية وكل جماعة عندهم قدر ينتظرون الميتات التي تخرج وترمي بكيمان البرقية فياخذونها بالضرب بينهم من قوي علي صاحبه فيطبخونها وياكلونها وكانوا ياكلون الكلاب والقطاط وساير ما يجدون حتي بعضهم البعض حكي لي رجل عدل كان يخدم بديوان شمس الدين سنقر السعدي نقيب المماليك السلطانية قال طلعت في الغلا ذات يوم الي القلعة في صحبة حسام الدين لاجين اخو الامير المذكور فنظرت تحت القلعة ,True,0717CabbasSafadi.NuzhatMalikWaMamluk
18986,2,Shamela0009783BK1-ara1.mARkdown.ms4751,ونفسان معه وكانوا قد اعدت لهم دواب توقف في كل ليلة ليخرجوا فيركبوها هاربين فنذر بهم وغلقت ابواب مدينة ابي جعفر المنصور فاخذ الذواءبي ومن خرج معه وركب محمد بن طاهر وكتب بالخبر الي الموفق وهو مقيم بواسط فامر ان تقطع يد الذواءبي ورجله من خلاف فقطع في مجلس الجسر بالجانب الغربي ومحمد بن طاهر واقف علي دابته وكوي يوم الاثنين لثلاث خلون من جمادي الاخرة وفيها قدم صاعد بن مخلد من فارس ودخل واسط في رجب فامر الموفق جميع القواد ان يستقبلوه فاستقبلوه وترجلوا له وقبلوا كفه وفيها قبض الموفق علي صاعد بن مخلد بواسط وعلي اسبابه وانتهب منازلهم يوم الاثنين لتسع خلون من رجب وقبض علي ابنيه ابي عيسي وابي صالح ببغداد وعلي اخيه عبدون واسبابه بسامرا وذلك كله في يوم واحد وهو اليوم الذي قبض فيه علي صاعد واستكتب الموفق اسماعيل بن بلبل واقتصر به علي الكتابة دون غيرها ووردت الاخبار فيها ان مصر زلزلت في جمادي الاخرة زلازل اخربت الدور والمسجد الجامع وانه احصي في يوم واحد بها الف جنازة وفيها غلا السعر ببغداد وذلك ان اهل سامرا منعوا فيما ذكر سفن الدقيق من الانحدار اليها ومنع الطاءي ارباب الضياع من دياس الطعام وقسمه يتربص بذلك غلاء الاسعار فمنع اهل بغداد الزيت والصابون والتمر وغير ذلك من حمله الي سامرا وذلك في النصف من شهر رمضان وفيها ضجت العامة بسبب غلاء السعر واجتمعت للوثوب بالطاءي فانصرفوا من مسجد الجامع للنصف من شوال الي داره بين باب البصرة وباب الكوفة وجاءوه من ناحية الكرخ فاصعد الطاءي اصحابه علي السطوح فرموهم بالنشاب واقام ,True,0310Tabari.Tarikh
18986,2,Sham19Y0145435-ara1.ms4762,ونفسان معه وكانوا قد اعدت لهم دواب توقف في كل ليلة ليخرجوا فيركبوها هاربين فنذر بهم وغلقت ابواب سدينة ابي جعفر المنصور فاخذ الذواءبي ومن خرج معه وركب محمد بن طاهر وكتب بالخبر الي الموفق وهو مقيم بواسط فامر ان تقطع يد الذواءبي ورجله من خلاف فقطع في مجلس الجسر بالجانب الغربي ومحمد بن طاهر واقف علي دابته وكوي يوم الاثنين لثلاث خلون من جمادي الاخرة وفيها قدم صاعد بن مخلد من فارس ودخل واسط في رجب فامر الموفق جميع القواد ان يستقبلوه فاستقبلوه وترجلوا له وقبلوا كفه وفيها قبض الموفق علي صاعد بن مخلد بواسط وعلي اسبابه وانتهب منازلهم يوم الاثنين لتسع خلون من رجب وقبض علي ابنيه ابي عيسي وابي صالح ببغداد وعلي اخيه عبدون واسبابه بسامرا وذلك كله في يوم واحد وهو اليوم الذي قبض فيه علي صاعد واستكتب الموفق اسماعيل بن بلبل واقتصر به علي الكتابة دون غيرها ووردت الاخبار فيها ان مصر زلزلت في جمادي الاخرة زلازل اخربت الدور والمسجد الجامع وانه احصي في يوم واحد بها الف جنازة وفيها غلا السعر ببغداد وذلك ان اهل سامرا منعوا فيما ذكر سفن الدقيق من الانحدار اليها ومنع الطاءي ارباب الضياع من دياس الطعام وقسمه يتربص بذلك غلاء الاسعار فمنع اهل بغداد الزيت والصابون والتمر وغير ذلك من حمله الي سامرا وذلك في النصف من شهر رمضان وفيها ضجت العامة بسبب غلاء السعر واجتمعت للوثوب بالطاءي فانصرفوا من مسجد الجامع للنصف من شوال الي داره بين باب البصرة وباب الكوفة وجاءوه من ناحية الكرخ فاصعد الطاءي اصحابه علي السطوح فرموهم بالنشاب واقام ,True,1411MuhammadTahirBarnaji.SahihWaDacifTarikhTabari
18987,2,Shamela0009783BK1-ara1.mARkdown.ms4751,في طريق خراسان وصار الي دسكرة الملك فقتل وانتهب وفيها ورد الخبر مدينة السلام بدخول حمدان بن حمدون وهارون الشاري مدينة الموصل وصلي الشاري بهم في مسجد الجامع وفيها قدم ابو العباس بن الموفق بغداد منصرفا من وقعته مع ابن طولون بالطواحين لتسع بقين من جمادي الاخرة وفيها نقب المطبق من داخله واخرج الذواءبي العلوي ,False,0310Tabari.Tarikh
18987,2,Sham19Y0145435-ara1.ms4761,في طريق خراسان وصار الي دسكرة الملك فقتل وانتهب وفيها ورد الخبر مدينة السلام بدخول حمدان بن حمدون وهارون الشاري مدينة الموصل وصلي الشاري بهم في مسجد الجامع وفيها قدم ابو العباس بن الموفق بغداد منصرفا من وقعته مع ابن طولون بالطواحين لتسع بقين من جمادي الاخرة وفيها نقب المطبق من داخله واخرج الذواءبي العلوي ,False,1411MuhammadTahirBarnaji.SahihWaDacifTarikhTabari
64544,2,ShamAY0034052-ara1.ms1175,لباس الجوع والخوف فلانه لما وقع عبارة عما يغشي منهما ويلابس فكانه قيل فاذاقه ما غشيهم من الجوع والخوف ولهم في نحو هذا طريقان لا بد من الاحاطة بهما فان الاستنكار لا يقع الا لمن فقدهما احدهما ان ينظروا فيه الي المستعار له كما نظر اليه ههنا ونحوه قول كثير غمر الرداء اذا تبسم ضاحكا غلقت لضحكته رقاب المال استعارة الرداء للمعروف لانه يصون عرض صاحبه صون الرداء لما يلقي عليه ووصفه بالغمر الذي هو وصف المعروف والنوال لا صفة الرداء نظر الي المستعار له والثاني ان ينظروا فيه الي المستعار كقوله ينازعني رداءي عبد عمرو رويدك يا اخا عمرو بن بكر لي الشطر الذي ملكت يميني ودونك فاعتجر منه بشطر اراد برداءه سيفه ثم قال فاعتجر منه بشطر فنظر الي المستعار في لفظ الاعتجار ولو نظر اليه فيما نحن فيه لقيل فكساهم لباس الجوع والخوف ولقال كثير ضافي الرداء اذا تبسم ضاحكا وهم ظالمون في حال التباسهم بالظلم كقوله الذين تتوفاهم الملاءكة ظالمي انفسهم نعوذ بالله من مفاجاة النقمة والموت علي الغفلة وقرء والخوف عطفا علي اللباس او علي تقدير حذف المضاف واقامة المضاف اليه مقامه اصله ولباس الخوف وقرء لباس الخوف والجوع فكلوا مما رزقكم الله حللا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون صفحة رقم انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به فمن اضطر غير باغ ولا عاد فان الله غفور رحيم النحل فكلوا مما رزقكم لما وعظهم بما ذكر من حال القرية وما اوتيت به من كفرها وسوء صنيعها وصل بذلك بالفاء في قوله فكلوا صدهم عن افعال الجاهلية ومذاهبهم الفاسدة التي كانوا عليها بان امرهم باكل ما رزقهم الله من الحلال الطيب وشكر انعامه بذلك وقال ان كنتم اياه تعبدون يعني تطيعون او ان صح زعمكم انكم تعبدون الله بعبادة ,False,0538JarAllahZamakhshari.Kashshaf
64544,2,Shamela0023588-ara1.ms0968,لباس الجوع والخوف استعار الذوق لادراك اثر الضرر واللباس لما غشيهم واشتمل عليهم من الجوع والخوف واوقع الاذاقة عليه بالنظر الي المستعار له كقول كثير غمر الرداء اذا تبسم ضاحكا غلقت لضحكته رقاب المال فانه استعار الرداء للمعروف لانه يصون عرض صاحبه صون الرداء لما يلقي عليه واضاف اليه الغمر الذي هو وصف المعروف والنوال لا وصف الرداء نظرا الي المستعار له وقد ينظر الي المستعار كقوله ينازعني رداءي عبد عمرو رويدك يا اخا عمرو بن بكر لي الشطر الذي ملكت يميني ودونك فاعتجر منه بشطر استعار الرداء لسيفه ثم قال فاعتجر نظرا الي المستعار بما كانوا يصنعون بصنيعهم سورة النحل اية ولقد جاءهم رسول منهم فكذبوه فاخذهم العذاب وهم ظالمون ولقد جاءهم رسول منهم يعني محمدا صلي الله عليه وسلم والضمير لاهل مكة عاد الي ذكرهم بعد ما ذكر مثلهم فكذبوه فاخذهم العذاب وهم ظالمون اي حال التباسهم بالظلم والعذاب ما اصابهم من الجدب الشديد او وقعة بدر سورة النحل الايات الي فكلوا مما رزقكم الله حلالا طيبا واشكروا نعمت الله ان كنتم اياه تعبدون انما حرم عليكم الميتة والدم ولحم الخنزير وما اهل لغير الله به فمن اضطر غير باغ ولا عاد فان الله غفور رحيم فكلوا مما رزقكم الله حلالا طيبا امرهم باكل ما احل الله لهم وشكر ما انعم عليهم بعد ما زجرهم عن الكفر وهددهم عليه بما ذكر من التمثيل والعذاب الذي حل بهم صدا لهم عن صنيع الجاهلية ومذاهبها الفاسدة واشكروا نعمت الله ان كنتم اياه تعبدون تطيعون او ان صح زعمكم انكم تقصدون بعبادة ,False,0685NasirDinBaydawi.AnwarTanzil
75232,2,Shamela0012851-ara1.ms059,ويرجون رحمته ويخافون عذابه الاسراء النار ان عذاب ربك كان محذورا الاسراء يحذره المءمنون سعيد عن قتادة عن عبد الله بن عتبة ان عبد الله بن مسعود قال نزلت في نفر من العرب كانوا يعبدون نفرا من الجن فاسلم الجنيون ولم يعلم بذلك النفر من العرب قال الله اولءك الذين يدعون الاسراء يعني الجنيين الذين يعبدهم هءلاء يبتغون الي ربهم الوسيلة الاسراء الي اخر الاية وتفسير الحسن انهم الملاءكة وعيسي يقول اولءك الذين يعبد المشركون والصابءون والنصاري لان المشركين قد كانوا يعبدون الملاءكة والصابءين يعبدونهم والنصاري تعبد عيسي قال فالملاءكة وعيسي الذين يعبد هءلاء يبتغون الي ربهم الوسيلة ايهم اقرب قال ويرجون رحمته الاسراء يعني جنته ويخافون عذابه الاسراء قوله وان من قرية الا نحن مهلكوها قبل يوم القيامة الاسراء بموت بغير عذاب او معذبوها عذابا شديدا الاسراء يكون موتهم بالعذاب سعيد عن قتادة قال قضاء من الله اما ان يهلكها بموت او بعذاب اذا تركوا امره وكذبوا رسله يعني اهلاك الامم بتكذيبها الرسل كان ذلك في الكتاب مسطورا ,False,0200YahyaIbnSalam.Tafsir
75232,2,Shamela0021821-ara1.ms1030,فيرجون رحمته ويريدون جنته ويخافون عذابه ان عذاب ربك كان محذورا الاسراء يحذره المءمنون المتقون فيطيعون الله خوفا منه وان من قرية الا نحن مهلكوها قبل يوم القيامة او معذبوها عذابا شديدا كان ذلك في الكتاب مسطورا وما منعنا ان نرسل بالايات الا ان كذب بها الاولون واتينا ثمود الناقة مبصرة فظلموا بها وما نرسل بالايات الا تخويفا واذ قلنا لك ان ربك احاط بالناس وما جعلنا الرءيا التي اريناك الا فتنة للناس والشجرة الملعونة في القرءان ونخوفهم فما يزيدهم الا طغيانا كبيرا الاسراء قوله وان من قرية الا نحن مهلكوها الاسراء قال ابن مسعود اذا ظهر الزنا والربا في اهل قرية اذن الله في اهلاكها وقال مقاتل اما الصالحة فبالموت واما الطالحة فبالعذاب وقال الزجاج اي ما من اهل قرية الا وسيهلك اما بموت او بعذاب يستاصلهم كان ذلك في الكتاب مسطورا ,False,0468IbnAhmadWahidiNaysaburi.WasitFiTafsir
