word,count
صلي الله عليه,20
الله عليه وسلم,17
قحط شديد علي,14
شديد علي عهد,14
اشتد الغلا في,12
اشتد الغلا ببغداد,12
ركعتين وخالف بين,10
اليمين علي اليسار,10
كما بلونا اصحاب,10
بلونا اصحاب الجنه,10
علي عهد عمر,10
من,9
فجعل اليمين علي,9
رداه فجعل اليمين,9
بهم ركعتين وخالف,9
بين طرفي رداه,9
وخالف بين طرفي,9
اشتد الغلا بمصر,9
رسول الله صلي,8
الله صلي الله,8
حتي اكلوا الكلاب,8
علي اليمين ثم,8
اشتد الغلا والوبا,8
طرفي رداه فجعل,8
فصلي بهم ركعتين,8
علي اليسار واليسار,8
قحط شديد حتي,8
حتي اكلوا الجيف,7
بالناس فصلي بهم,7
اليسار واليسار علي,7
فخرج عمر بالناس,7
واليسار علي اليمين,7
حتي اكل الناس,7
القحط والجوع كما,7
والجوع كما بلونا,7
بدعوه رسول الله,6
القحط والجوع بدعوه,6
والجوع بدعوه رسول,6
في هذه السنه,6
اليمين ثم بسط,6
عمر بالناس فصلي,6
في,6
رغيفا بالف دينار,6
في كل يوم,6
منهلا منهلا لا,5
رضي الله عنه,5
الارض منهلا منهلا,5
تطوي له الارض,5
له الارض منهلا,5
غلا السعر فلو,5
ميل تطوي له,5
حماره ميل تطوي,5
خطوه حماره ميل,5
لا يمر بما,5
قحط شديد تحته,5
احمد بن عبد,5
الغلا قد اشتد,5
يموتون في ليله,5
كانوا يموتون في,5
البيت كانوا يموتون,5
اهل البيت كانوا,5
ان اهل البيت,5
حتي ان اهل,5
ان امراه اكلت,5
امراه اكلت رغيفا,5
منهلا لا يمر,5
اشتد الغلا علي,5
اكلت رغيفا بالف,5
القيامه ينادي باعلي,5
بالنبي صلي الله,5
عهد عمر فخرج,5
عمر فخرج عمر,5
له في كل,5
وطاتك علي مضر,5
فقال انت شيطان,5
اكلوا الكلاب والجيف,5
شديد حتي اكلوا,5
يسمع,5
باعلي صوته يسمع,5
سنين كسني يوسف,5
ينادي باعلي صوته,5
اشدد وطاتك علي,5
يوم القيامه ينادي,5
السعر فلو نقصنا,5
اللهم اشدد وطاتك,5
غار الي يوم,5
الا غار الي,5
بما الا غار,5
يمر بما الا,5
قد غلا السعر,5
الي يوم القيامه,5
فلو نقصنا من,5
اكل بعضهم بعضا,4
الغلا والوبا حتي,4
والوبا حتي ان,4
كرين فكان له,4
حتي اكل بعضهم,4
علي,4
صيره كرين فكان,4
عمر رضي الله,4
شيطان او رسول,4
يتضرعون يتذللون ويتخشعون,4
لعلهم يتضرعون يتذللون,4
الغلا في عامه,4
في عامه بلاد,4
عامه بلاد الاسلام,4
من اهل مكه,4
انت شيطان او,4
هذا فقال انت,4
من هذا فقال,4
الناس بعضهم بعضا,4
نقصنا من هذا,4
القحط والجوع والضرا,4
فكان له في,4
وحتي حكي ان,4
وسلم ليدعو لهم,4
بن احمد بن,4
شديد تحته حمار,4
اقمر خطوه حماره,4
اشتد الغلا اتاه,4
الغلا المفرط بافريقيه,4
ما,4
فقال قد غلا,4
الله عنه فخرج,4
الكلاب والجيف فاستغاثوا,4
حمار اقمر خطوه,4
تحته حمار اقمر,4
الغلا المفرط في,4
الغلا المفرط والوبا,4
بن محمد بن,4
والجيف فاستغاثوا بالنبي,4
الي الصحرا ومعه,4
عليه وسلم ليدعو,4
الناس الميته والكلاب,4
فاستغاثوا بالنبي صلي,4
حكي ان امراه,4
دينار فاستبعد ذلك,3
ذلك فقيل انها,3
واصلاح ذات البين,3
فقيل انها باعت,3
والصلاه واصلاح ذات,3
بالف دينار فاستبعد,3
فاستبعد ذلك فقيل,3
الناس بالصوم والصلاه,3
البين وخرج بهم,3
بالصوم والصلاه واصلاح,3
فامر الناس بالصوم,3
عهد عمر رضي,3
شديد فامر الناس,3
ثم,3
القحط والجوع الذي,3
كان,3
ونقص من الثمرات,3
قحط شديد فامر,3
بهم الي الصحرا,3
وخرج بهم الي,3
قحط شديد وجدب,3
ذات البين وخرج,3
حتي اكلوا لحوم,3
ذلك,3
اشتد الغلا بها,3
اكل الناس الميته,3
الميته والكلاب والسنانير,3
بن,3
الادميين وفيها توفي,3
لحوم الادميين وفيها,3
اكلوا لحوم الادميين,3
ومعه سار الحيوانات,3
بافريقيه حتي اكلوا,3
الغلا اتاه فقال,3
اشتد الغلا بمكه,3
تحصيل قوت يحفظ,3
اتاه فقال قد,3
بعد,3
كل يوم بعد,3
الشيطان صيره كرين,3
رسول الشيطان صيره,3
او رسول الشيطان,3
ما لا يعبر,3
لا يعبر عنه,3
فلولا اذ جاهم,3
والمعني ولقد ارسلنا,3
اشتد الغلا حتي,3
عن,3
والجوع والضرا المرض,3
والضرا المرض ونقصان,3
عن ابن عباس,3
وكثر الموت حتي,3
اشتداد الغلا علي,3
ولقد ارسلنا اليهم,3
ويتوبون عن ذنوبهم,3
اليهم الرسل فكذبوهم,3
الرسل فكذبوهم فاخذناهم,3
يتذللون ويتخشعون لربهم,3
اربع اواق بدرهم,3
واللحم اربع اواق,3
ويتخشعون لربهم ويتوبون,3
لربهم ويتوبون عن,3
الصحرا ومعه سار,3
ارسلنا اليهم الرسل,3
سار الحيوانات وفرق,3
المجاعه وتفرقت الجماعه,3
الحسن علي بن,3
يديه,3
ثم بسط يديه,3
عنه فخرج عمر,3
في ليله وحتي,3
كل,3
الغلا والوبا بمصر,3
وضرب الله مثلا,3
اشتد الغلا وامتد,3
الحيوانات وفرق بينها,3
ادعوا الذين زعمتم,3
القوي فكيف الضعيف,3
السمين فكيف العجيف,3
سنه خمس وسبعين,3
فكيف العجيف وخرج,3
العجيف وخرج الناس,3
وخرج الناس حذر,3
الناس حذر الموت,3
حذر الموت من,3
الموت من الديار,3
الغلا المفرط حتي,3
اشتد الغلا وعدمت,3
وعظم الخطب الي,3
علي عهد موسي,3
عليه وسلم اللهم,3
فاكل الناس الميته,3
جميعها فاكل الناس,3
علي مضر واجعلها,3
قال اللهم اشدد,3
وعم الغلا تلك,3
وفيها توفي ابو,3
الغلا تلك الاصقاع,3
والجوع حتي اكلوا,3
القحط والجوع حتي,3
اشتد الغلا بالموصل,3
عبد الله بن,3
وفي,3
دينارا واكل الناس,3
تلك الاصقاع حتي,3
وثلاثين دينارا واكل,3
في قبر واحد,3
الي ان ال,3
الخطب الي ان,3
مصر,3
وبين اولادها فوقع,3
الغلا ببغداد في,3
قحط شديد ووبا,3
اشتد الغلا بدمشق,3
الكلب بخمسه دنانير,3
النبي صلي الله,3
اشتد الغلا عندهم,3
دنانير والهر بثلاثه,3
مفرط حتي اكلوا,3
ووبا مفرط حتي,3
الله عليه واله,3
شديد ووبا مفرط,3
بدعا النبي صلي,3
بينها وبين اولادها,3
وفرق بينها وبين,3
بخمسه دنانير والهر,3
امه الله الجوع,2
يا امه الله,2
السال يا امه,2
الله الجوع فقالت,2
